//Version: ScorePerfmMatch_v170503
// Score: ./IV._Passepied_hmm.txt
// Perfm: ./03096_spr.txt
// fmt3x: ./IV._Passepied_fmt3x.txt
0	0.268229	0.312500	F#2	40	80	0	0	-1	*	3	0
1	0.449219	0.500000	C#3	44	80	0	0	3	P1-1-3	0	-
2	0.622396	0.673177	A3	58	80	0	0	6	P1-1-4	0	-
3	0.795573	0.859375	C#4	47	80	0	0	-1	*	3	-
4	0.796875	0.843750	C#3	51	80	0	0	9	P1-1-5	0	-
5	0.963542	1.015625	G#2	50	80	0	0	12	P1-1-6	0	-
6	1.125000	1.175781	C#3	49	80	0	0	15	P1-1-7	0	-
7	1.285156	1.343750	B3	61	80	0	0	18	P1-1-8	0	-
8	1.451823	1.503906	C#3	51	80	0	0	21	P1-1-9	0	-
9	1.453125	1.459635	C#4	48	80	0	0	21	*	3	-
10	1.609375	1.653646	A2	54	80	0	0	24	P1-2-2	0	-
11	1.774740	1.829427	F#3	58	80	0	0	27	P1-2-3	0	-
12	1.934896	1.984375	C#4	55	80	0	0	30	P1-2-4	0	-
13	2.108073	2.152344	F#3	48	80	0	0	33	P1-2-5	0	-
14	2.251302	2.298177	B2	51	80	0	0	36	P1-2-6	0	-
15	2.257812	2.269531	B3	49	80	0	0	36	*	3	-
16	2.417969	2.472656	F#3	53	80	0	0	39	P1-2-7	0	-
17	2.425781	2.539062	F#4	43	80	0	0	39	*	3	-
18	2.576823	2.634115	D4	55	80	0	0	42	P1-2-8	0	-
19	2.752604	2.796875	F#3	60	80	0	0	45	P1-2-9	0	-
20	2.923177	2.984375	F#4	62	80	0	0	48	P1-3-1	0	-
21	2.951823	2.985677	F#2	46	80	0	0	48	P1-3-4	0	-
22	3.130208	3.192708	C#3	44	80	0	0	51	P1-3-5	0	-
23	3.285156	3.330729	C#5	71	80	0	0	54	P1-3-2	0	-
24	3.307292	3.389323	A3	52	80	0	0	54	P1-3-6	0	-
25	3.490885	3.562500	C#3	45	80	0	0	57	P1-3-7	0	-
26	3.673177	4.613281	B4	75	80	0	0	60	P1-3-3	0	-
27	3.683594	3.807292	G#2	46	80	0	0	60	P1-3-8	0	-
28	3.852865	3.915365	C#3	45	80	0	0	63	P1-3-9	0	-
29	4.014323	4.084635	B3	56	80	0	0	66	P1-3-10	0	-
30	4.166667	4.226562	C#3	49	80	0	0	69	P1-3-11	0	-
31	4.315104	4.365885	A2	53	80	0	0	72	P1-4-7	0	-
32	4.479167	4.537760	F#3	60	80	0	0	75	P1-4-8	0	-
33	4.636719	4.683594	A4	64	80	0	0	78	P1-4-2	0	-
34	4.639323	4.687500	C#4	55	80	0	0	78	P1-4-9	0	-
35	4.782552	4.828125	G#4	66	80	0	0	81	P1-4-3	0	-
36	4.802083	4.856771	F#3	54	80	0	0	81	P1-4-10	0	-
37	4.930990	5.009115	F#4	70	80	0	0	84	P1-4-4	0	-
38	4.934896	5.014323	B2	56	80	0	0	84	P1-4-11	0	-
39	4.947917	4.997396	B3	56	80	0	0	84	*	3	-
40	5.115885	5.173177	F#3	51	80	0	0	87	P1-4-12	0	-
41	5.234375	5.285156	E4	70	80	0	0	90	P1-4-5	0	-
42	5.250000	5.279948	D4	59	80	0	0	90	P1-4-13	0	-
43	5.377604	5.438802	D4	73	80	0	0	93	P1-4-6	0	-
44	5.382812	5.430990	F#3	60	80	0	0	93	P1-4-14	0	-
45	5.542969	5.593750	F#2	58	80	0	0	96	P1-5-6	0	-
46	5.544271	5.875000	C#4	74	80	0	0	96	P1-5-1	0	-
47	5.704427	5.878906	C#3	55	80	0	0	99	P1-5-7	0	-
48	5.843750	6.040365	D4	73	80	0	0	102	P1-5-2	0	-
49	5.865885	6.005208	A3	52	80	0	0	102	P1-5-8	0	-
50	5.994792	6.141927	C#3	56	80	0	0	105	P1-5-9	0	-
51	6.001302	6.549479	E4	85	80	0	0	105	P1-5-3	0	-
52	6.145833	6.527344	F#4	79	80	0	0	108	P1-5-4	0	-
53	6.160156	6.196615	A2	61	80	0	0	108	P1-5-10	0	-
54	6.347656	6.401042	F#3	60	80	0	0	111	P1-5-11	0	-
55	6.486979	6.845052	A4	73	80	0	0	114	P1-5-5	0	-
56	6.494792	6.563802	C#4	59	80	0	0	114	P1-5-12	0	-
57	6.675781	6.734375	F#3	54	80	0	0	117	P1-5-13	0	-
58	6.833333	8.139323	G#4	74	80	0	0	120	P1-6-1	0	-
59	6.835938	6.915365	C#3	45	80	0	0	120	P1-6-2	0	-
60	6.863281	6.989583	E4	44	80	0	0	120	*	3	-
61	6.996094	7.057292	G#3	59	80	0	0	123	P1-6-3	0	-
62	7.169271	7.229167	E4	59	80	0	0	126	P1-6-4	0	-
63	7.325521	7.382812	G#3	63	80	0	0	129	P1-6-5	0	-
64	7.485677	7.554688	B2	54	80	0	0	132	P1-6-6	0	-
65	7.492188	7.559896	B3	56	80	0	0	132	*	3	-
66	7.653646	7.705729	G#3	56	80	0	0	135	P1-6-7	0	-
67	7.809896	7.873698	C#4	50	80	0	0	138	P1-6-8	0	-
68	7.955729	8.002604	G#3	54	80	0	0	141	P1-6-9	0	-
69	8.123698	8.178385	A2	54	80	0	0	144	P1-7-9	0	-
70	8.282552	8.319010	F#4	56	80	0	0	147	P1-7-2	0	-
71	8.286458	8.329427	F#3	54	80	0	0	147	P1-7-10	0	-
72	8.429688	8.480469	G#4	74	80	0	0	150	P1-7-3	0	-
73	8.433594	8.479167	C#4	51	80	0	0	150	P1-7-11	0	-
74	8.562500	8.622396	F#3	58	80	0	0	153	P1-7-12	0	-
75	8.563802	8.661458	A4	71	80	0	0	153	P1-7-4	0	-
76	8.699219	9.071615	B4	79	80	0	0	156	P1-7-5	0	-
77	8.709635	9.069010	F#4	67	80	0	0	156	P1-7-7	0	-
78	8.714844	8.819010	G#2	57	80	0	0	156	P1-7-13	0	-
79	8.885417	8.960938	C#3	47	80	0	0	159	P1-7-14	0	-
80	9.052083	9.134115	B3	54	80	0	0	162	P1-7-15	0	-
81	9.055990	9.250000	E#4	65	80	0	0	162	P1-7-8	0	-
82	9.203125	9.319010	C#3	57	80	0	0	165	P1-7-16	0	-
83	9.363281	9.411458	F#2	67	80	0	0	168	P1-8-10	0	-
84	9.363281	9.479167	C#4	72	80	0	0	168	P1-8-6	0	-
85	9.503906	9.565104	C#3	57	80	0	0	171	P1-8-11	0	-
86	9.505208	9.563802	A4	75	80	0	0	171	P1-8-2	0	-
87	9.634115	9.694010	B4	85	80	0	0	174	P1-8-3	0	-
88	9.654948	9.759115	A3	68	80	0	0	174	P1-8-12	1	-
89	9.766927	9.830729	C#5	83	80	0	0	177	P1-8-4	0	-
90	9.791667	9.834635	C#3	58	80	0	0	177	P1-8-13	0	-
91	9.916667	10.519531	D5	90	80	0	0	180	P1-8-5	0	-
92	9.924479	10.058594	B2	68	80	0	0	180	P1-8-14	1	-
93	9.927083	10.255208	A4	78	80	0	0	180	P1-8-8	0	-
94	10.092448	10.151042	E3	61	80	0	0	183	P1-8-15	0	-
95	10.244792	10.509115	G#4	75	80	0	0	186	P1-8-9	0	-
96	10.252604	10.322917	D4	70	80	0	0	186	P1-8-16	0	-
97	10.402344	10.500000	E3	68	80	0	0	189	P1-8-17	0	-
98	10.544271	10.647135	A2	72	80	0	0	192	P1-9-9	0	-
99	10.548177	10.610677	E4	81	80	0	0	192	P1-9-6	0	-
100	10.690104	10.753906	E3	60	80	0	0	195	P1-9-10	0	-
101	10.691406	10.744792	C#5	78	80	0	0	195	P1-9-2	0	-
102	10.833333	10.985677	A3	72	80	0	0	198	P1-9-11	0	-
103	10.835938	10.903646	D5	91	80	0	0	198	P1-9-3	0	-
104	10.971354	11.014323	C#4	76	80	0	0	201	P1-9-12	0	-
105	10.975260	11.049479	E5	87	80	0	0	201	P1-9-4	0	-
106	11.160156	13.699219	F#5	84	80	0	0	204	P1-9-5	0	-
107	11.162760	11.259115	D3	65	80	0	0	204	P1-9-13	0	-
108	11.164062	12.089844	D5	80	80	0	0	204	P1-9-8	0	-
109	11.352865	11.393229	A3	67	80	0	0	207	P1-9-14	0	-
110	11.523438	11.572917	D4	62	80	0	0	210	P1-9-15	0	-
111	11.661458	11.703125	F#4	64	80	0	0	213	P1-9-16	0	-
112	11.825521	11.876302	A3	59	80	0	0	216	P1-10-6	0	-
113	12.009115	12.054688	D4	54	80	0	0	219	P1-10-7	0	-
114	12.174479	12.223958	F#4	61	80	0	0	222	P1-10-8	0	-
115	12.356771	12.407552	A4	53	80	0	0	225	P1-10-9	0	-
116	12.540365	13.604167	F#4	72	80	0	0	228	P1-10-2	0	-
117	12.746094	12.817708	D4	54	80	0	0	231	P1-10-11	0	-
118	12.946615	12.996094	C#4	56	80	0	0	234	P1-10-12	0	-
119	13.140625	13.205729	B3	57	80	0	0	237	P1-10-13	0	-
120	13.332031	13.376302	A3	53	80	0	0	240	P1-11-4	0	-
121	13.529948	13.583333	C#4	54	80	0	0	243	P1-11-5	0	-
122	13.714844	13.763021	C#5	65	80	0	0	246	P1-11-2	0	-
123	13.720052	13.768229	A3	51	80	0	0	246	P1-11-6	0	-
124	13.962240	14.002604	F#3	48	80	0	0	249	P1-11-7	0	-
125	14.134115	15.139323	B4	68	80	0	0	252	P1-11-3	0	-
126	14.165365	14.261719	G#3	51	80	0	0	252	P1-11-8	0	-
127	14.337240	14.394531	B3	47	80	0	0	255	P1-11-9	0	-
128	14.485677	14.574219	E4	56	80	0	0	258	P1-11-10	0	-
129	14.665365	14.727865	F#3	50	80	0	0	261	P1-11-11	0	-
130	14.834635	14.894531	E3	51	80	0	0	264	P1-12-7	0	-
131	14.988281	15.055990	B3	60	80	0	0	267	P1-12-8	0	-
132	15.127604	15.183594	A4	59	80	0	0	270	P1-12-2	0	-
133	15.140625	15.213542	E4	55	80	0	0	270	P1-12-9	0	-
134	15.274740	15.320312	G#4	72	80	0	0	273	P1-12-3	0	-
135	15.281250	15.324219	B3	62	80	0	0	273	P1-12-10	0	-
136	15.423177	15.553385	F#4	71	80	0	0	276	P1-12-4	0	-
137	15.455729	15.528646	B2	50	80	0	0	276	P1-12-11	0	-
138	15.604167	15.666667	G#3	54	80	0	0	279	P1-12-12	0	-
