//Version: ScorePerfmMatch_v170503
// Score: ./Moonlight_Sonata_3rd_Movement_hmm.txt
// Perfm: ./08885_spr.txt
// fmt3x: ./Moonlight_Sonata_3rd_Movement_fmt3x.txt
0	1.117188	1.378906	C#2	62	80	0	0	60	P1-1-8	1	0
1	1.183594	1.276042	G#2	48	80	0	0	120	P1-1-9	0	-
2	1.266927	1.342448	C#3	59	80	0	0	120	P1-1-10	0	-
3	1.332031	1.394531	E3	54	80	0	0	180	P1-1-11	0	-
4	1.406250	1.589844	G#3	61	80	0	0	240	P1-1-13	0	-
5	1.473958	1.574219	C#2	42	80	0	0	240	P1-1-12	0	-
6	1.524740	1.639323	C#3	57	80	0	0	300	P1-1-14	0	-
7	1.613281	1.664062	G#2	59	80	0	0	360	P1-1-15	0	-
8	1.614583	1.718750	E3	53	80	0	0	360	P1-1-16	0	-
9	1.753906	1.846354	C#4	74	80	0	0	480	P1-1-19	0	-
10	1.753906	1.889323	C#2	57	80	0	0	480	P1-1-18	0	-
11	1.842448	1.904948	E3	65	80	0	0	540	P1-1-20	0	-
12	1.920573	1.988281	G#3	71	80	0	0	600	P1-1-22	0	-
13	1.933594	2.014323	G#2	62	80	0	0	600	P1-1-21	0	-
14	1.994792	2.065104	C#4	75	80	0	0	660	P1-1-23	0	-
15	2.053385	2.154948	E4	67	80	0	0	720	P1-1-3	0	-
16	2.095052	2.319010	C#2	57	80	0	0	720	P1-1-24	0	-
17	2.164062	2.239583	G#3	72	80	0	0	780	P1-1-4	0	-
18	2.246094	2.359375	G#2	59	80	0	0	840	P1-1-25	0	-
19	2.252604	2.317708	C#4	73	80	0	0	840	P1-1-5	0	-
20	2.385417	2.463542	G#4	80	80	0	0	960	P1-2-1	0	-
21	2.394531	2.619792	C#2	59	80	0	0	960	P1-2-21	0	-
22	2.488281	2.563802	C#4	74	80	0	0	1020	P1-2-2	0	-
23	2.544271	2.658854	E4	68	80	0	0	1080	P1-2-3	0	-
24	2.576823	2.690104	G#2	63	80	0	0	1080	P1-2-22	0	-
25	2.614583	2.707031	G#4	76	80	0	0	1140	P1-2-4	0	-
26	2.707031	2.878906	C#5	84	80	0	0	1200	P1-2-5	0	-
27	2.714844	2.919271	C#2	72	80	0	0	1200	P1-2-23	0	-
28	2.802083	2.864583	E4	69	80	0	0	1260	P1-2-6	0	-
29	2.865885	3.007812	G#2	62	80	0	0	1320	P1-2-24	0	-
30	2.884115	2.980469	G#4	86	80	0	0	1320	P1-2-7	0	-
31	2.958333	3.039062	C#5	76	80	0	0	1380	P1-2-8	0	-
32	2.997396	3.218750	C#2	69	80	0	0	1440	P1-2-25	0	-
33	3.003906	3.082031	E5	78	80	0	0	1440	P1-2-9	0	-
34	3.046875	3.059896	Eb4	55	80	0	0	-1	*	3	-
35	3.105469	3.182292	G#4	75	80	0	0	1500	P1-2-10	0	-
36	3.156250	3.230469	C#5	85	80	0	0	1560	P1-2-11	0	-
37	3.183594	3.309896	G#2	75	80	0	0	1560	P1-2-26	0	-
38	3.207031	3.369792	E5	77	80	0	0	1620	P1-2-12	0	-
39	3.311198	3.459635	G#4	100	80	0	0	1680	P1-2-13	0	-
40	3.311198	3.559896	G#5	97	80	0	0	1680	P1-2-16	0	-
41	3.315104	3.371094	C#3	91	80	0	0	1680	P1-2-28	0	-
42	3.316406	3.377604	C#5	91	80	0	0	1680	P1-2-14	0	-
43	3.319010	3.329427	C#4	95	80	0	0	-1	*	3	-
44	3.321615	3.559896	C#2	87	80	0	0	1680	P1-2-27	0	-
45	3.500000	3.545573	C#5	80	80	0	0	1800	P1-2-18	0	-
46	3.505208	3.569010	C#4	74	80	0	0	-1	*	3	-
47	3.513021	3.559896	G#4	82	80	0	0	1800	P1-2-17	0	-
48	3.520833	3.582031	G#2	74	80	0	0	1800	P1-2-29	0	-
49	3.614583	3.649740	C#3	64	80	0	0	-1	*	3	-
50	3.680990	3.789062	C3	70	80	0	0	-1	*	3	-
51	3.683594	3.753906	C2	73	80	0	0	1920	P1-3-7	0	-
52	3.803385	3.863281	G#2	63	80	0	0	1980	P1-3-8	0	-
53	3.807292	3.908854	Eb4	64	80	0	0	-1	*	3	-
54	3.864583	3.929688	C3	71	80	0	0	2040	P1-3-10	0	-
55	3.868490	3.878906	C4	68	80	0	0	-1	*	3	-
56	3.941406	4.023438	Eb3	66	80	0	0	2100	P1-3-11	0	-
57	4.020833	4.104167	G#3	67	80	0	0	2160	P1-3-13	0	-
58	4.036458	4.093750	C2	61	80	0	0	2160	P1-3-12	0	-
59	4.114583	4.191406	C3	68	80	0	0	2220	P1-3-14	0	-
60	4.199219	4.304688	Eb3	76	80	0	0	2280	P1-3-16	0	-
61	4.273438	4.333333	G#3	53	80	0	0	2340	P1-3-17	0	-
62	4.347656	4.410156	C2	69	80	0	0	2400	P1-3-18	0	-
63	4.348958	4.404948	C4	68	80	0	0	2400	P1-3-19	0	-
64	4.446615	4.533854	Eb3	84	80	0	0	2460	P1-3-20	0	-
65	4.520833	4.660156	G#3	81	80	0	0	2520	P1-3-22	0	-
66	4.565104	4.665365	C4	62	80	0	0	2580	P1-3-23	0	-
67	4.665365	4.716146	Eb4	88	80	0	0	2640	P1-3-3	0	-
68	4.675781	4.799479	C2	73	80	0	0	2640	P1-3-24	0	-
69	4.772135	4.872396	G#3	74	80	0	0	2700	P1-3-4	0	-
70	4.834635	4.924479	G#2	70	80	0	0	2760	P1-3-25	0	-
71	4.834635	4.917969	C4	70	80	0	0	2760	P1-3-5	0	-
72	4.907552	4.986979	Eb4	74	80	0	0	2820	P1-3-6	0	-
73	4.983073	5.037760	G#4	80	80	0	0	2880	P1-4-1	0	-
74	5.010417	5.149740	C2	70	80	0	0	2880	P1-4-21	0	-
75	5.080729	5.183594	C4	82	80	0	0	2940	P1-4-2	0	-
76	5.170573	5.277344	Eb4	86	80	0	0	3000	P1-4-3	0	-
77	5.173177	5.253906	G#2	72	80	0	0	3000	P1-4-22	0	-
78	5.240885	5.307292	G#4	73	80	0	0	3060	P1-4-4	0	-
79	5.303385	5.372396	C5	79	80	0	0	3120	P1-4-5	0	-
80	5.335938	5.489583	C2	73	80	0	0	3120	P1-4-23	0	-
81	5.408854	5.488281	Eb4	87	80	0	0	3180	P1-4-6	0	-
82	5.480469	5.526042	G#4	79	80	0	0	3240	P1-4-7	0	-
83	5.493490	5.545573	G#2	71	80	0	0	3240	P1-4-24	0	-
84	5.531250	5.618490	C5	70	80	0	0	3300	P1-4-8	0	-
85	5.615885	5.670573	Eb5	86	80	0	0	3360	P1-4-9	0	-
86	5.621094	5.739583	C2	73	80	0	0	3360	P1-4-25	0	-
87	5.621094	5.718750	C3	75	80	0	0	-1	*	3	-
88	5.699219	5.811198	G#4	85	80	0	0	3420	P1-4-10	0	-
89	5.752604	5.820312	C5	82	80	0	0	3480	P1-4-11	0	-
90	5.777344	5.842448	G#2	75	80	0	0	3480	P1-4-26	0	-
91	5.811198	5.934896	Eb5	88	80	0	0	3540	P1-4-12	0	-
92	5.907552	6.019531	G#4	103	80	0	0	3600	P1-4-13	0	-
93	5.911458	6.039062	G#5	99	80	0	0	3600	P1-4-16	0	-
94	5.915365	6.019531	C3	84	80	0	0	3600	P1-4-28	0	-
95	5.921875	6.128906	C2	83	80	0	0	3600	P1-4-27	0	-
96	6.093750	6.139323	C5	73	80	0	0	3720	P1-4-18	0	-
97	6.104167	6.209635	G#4	78	80	0	0	-1	*	3	-
98	6.131510	6.229167	C3	69	80	0	0	-1	*	3	-
99	6.134115	6.194010	Eb4	78	80	0	0	-1	*	3	-
100	6.134115	6.229167	C2	62	80	0	0	-1	*	3	-
101	6.135417	6.218750	G#2	62	80	0	0	3720	P1-4-29	0	-
102	6.221354	6.239583	G#4	75	80	0	0	3720	P1-4-17	0	-
103	6.287760	6.393229	B1	78	80	0	0	3840	P1-5-10	0	-
104	6.382812	6.457031	C#3	72	80	0	0	3900	P1-5-11	0	-
105	6.382812	6.479167	C#4	70	80	0	0	-1	*	3	-
106	6.446615	6.539062	F2	69	80	0	0	3960	P1-5-12	1	-
107	6.449219	6.546875	F3	77	80	0	0	3960	P1-5-13	0	-
108	6.451823	6.529948	G#3	74	80	0	0	-1	*	3	-
