//Version: ScorePerfmMatch_v170503
// Score: ./Rachmaninov_Etude-Tableau_op._39_no._6_hmm.txt
// Perfm: ./00160_spr.txt
// fmt3x: ./Rachmaninov_Etude-Tableau_op._39_no._6_fmt3x.txt
0	2.011719	2.259115	C4	36	80	0	0	-1	*	3	0
1	2.014323	2.135417	C3	38	80	0	0	4	P1-1-2	1	-
2	2.016927	2.239583	C2	39	80	0	0	-1	*	3	-
3	2.184896	2.273438	C#3	49	80	0	0	-1	*	3	-
4	2.184896	2.369792	C#2	50	80	0	0	4	P1-1-11	0	-
5	2.311198	2.397135	D3	68	80	0	0	8	P1-1-3	0	-
6	2.313802	2.408854	D2	60	80	0	0	-1	*	3	-
7	2.430990	2.488281	D#3	67	80	0	0	12	P1-1-4	0	-
8	2.432292	2.549479	D#2	66	80	0	0	12	P1-1-13	0	-
9	2.523438	2.575521	E3	68	80	0	0	16	P1-1-5	0	-
10	2.523438	2.583333	E2	64	80	0	0	16	P1-1-14	0	-
11	2.605469	2.669271	F3	73	80	0	0	20	P1-1-6	0	-
12	2.610677	2.669271	F2	73	80	0	0	20	P1-1-15	0	-
13	2.684896	2.735677	F#3	79	80	0	0	24	P1-1-7	0	-
14	2.691406	2.752604	F#2	77	80	0	0	24	P1-1-16	1	-
15	2.755208	2.839844	G2	76	80	0	0	-1	*	3	-
16	2.763021	3.029948	G1	73	80	0	0	28	P1-1-17	0	-
17	2.764323	2.878906	G3	79	80	0	0	28	P1-1-8	0	-
18	2.855469	2.938802	G#3	85	80	0	0	32	P1-1-9	0	-
19	2.867188	2.929688	G#2	80	80	0	0	-1	*	3	-
20	2.872396	3.009115	G#1	76	80	0	0	32	P1-1-18	0	-
21	2.962240	3.005208	C4	90	80	0	0	36	P1-2-3	0	-
22	2.963542	3.039062	A3	90	80	0	0	36	P1-2-2	0	-
23	2.968750	3.019531	A2	92	80	0	0	-1	*	3	-
24	2.968750	3.014323	A1	87	80	0	0	36	P1-2-7	0	-
25	2.976562	3.378906	C2	80	80	0	0	-1	*	3	-
26	2.979167	2.989583	C3	82	80	0	0	36	P1-2-1	1	-
27	4.024740	4.244792	C3	90	80	0	0	72	P1-3-1	0	-
28	4.027344	4.255208	C2	92	80	0	0	72	P1-3-10	0	-
29	4.240885	4.335938	C#3	88	80	0	0	76	P1-3-2	0	-
30	4.243490	4.359375	C#2	90	80	0	0	76	P1-3-11	0	-
31	4.365885	4.472656	D3	94	80	0	0	80	P1-3-3	0	-
32	4.367188	4.468750	D2	87	80	0	0	80	P1-3-12	0	-
33	4.471354	4.550781	D#2	83	80	0	0	84	P1-3-13	0	-
34	4.472656	4.546875	D#3	93	80	0	0	84	P1-3-4	0	-
35	4.574219	4.635417	E3	78	80	0	0	88	P1-3-5	0	-
36	4.578125	4.639323	E2	76	80	0	0	88	P1-3-14	0	-
37	4.677083	4.752604	F3	73	80	0	0	92	P1-3-6	0	-
38	4.678385	4.739583	F2	78	80	0	0	92	P1-3-15	0	-
39	4.679688	4.739583	F1	73	80	0	0	-1	*	3	-
40	4.768229	4.848958	F#3	80	80	0	0	96	P1-3-7	0	-
41	4.776042	4.869792	F#2	73	80	0	0	-1	*	3	-
42	4.779948	4.839844	F#1	67	80	0	0	96	P1-3-16	0	-
