1+0/1	2.7096350000000005
1+1/8	2.738281
1+1/4	2.957031
1+3/8	4.664062
1+1/2	5.092448
1+5/8	5.455729
2+0/1	5.888021
2+1/8	6.324219
2+1/4	6.736979
2+3/8	7.191406
2+1/2	7.578125
2+5/8	8.041667
3+0/1	8.617188
3+1/8	9.183594
3+1/4	9.704427
3+3/8	9.9700525
3+1/2	10.97526
3+5/8	11.473958
4+0/1	12.175781
4+1/8	12.872396
4+1/4	13.450521
4+3/8	14.065104
4+1/2	14.66276
4+5/8	15.048177
5+0/1	15.509115
5+1/8	15.957031
5+1/4	16.420573
5+3/8	16.638021000000002
5+1/2	17.348958
5+5/8	17.755208
6+0/1	18.36849
6+1/8	18.882812
6+1/4	19.354167
6+3/8	20.019531
6+1/2	20.592448
6+5/8	21.074219
7+0/1	21.72526
7+1/8	22.36849
7+1/4	22.795573
7+3/8	23.277344
7+1/2	23.75
7+5/8	24.143229
8+0/1	24.3339845
8+1/8	24.953125
8+1/4	25.410156
8+3/8	26.0
8+1/2	26.510417
8+5/8	26.97526
9+0/1	27.571615
9+1/8	28.182292
9+1/4	28.653646
9+3/8	29.376302
9+1/2	29.933594
9+5/8	30.372396
10+0/1	30.884115
10+1/8	31.46224
10+1/4	31.985677
10+3/8	32.479167
10+1/2	33.390625
10+5/8	34.253906
10+11/16	34.764323
11+0/1	35.0625
11+1/8	36.165365
11+1/4	36.684896
11+3/8	37.335938
11+1/2	37.873698
11+5/8	38.28125
12+0/1	38.816406
12+1/8	39.466146
12+1/4	40.03125
12+3/8	40.438802
12+1/2	41.30599
12+5/8	41.984375
13+0/1	42.72526
13+1/8	43.683594
13+1/4	44.10026
13+3/8	44.3697915
13+1/2	45.16276
13+5/8	45.5625
14+0/1	45.971354
14+1/8	46.372396
14+1/4	46.783854
14+3/8	47.210938
14+1/2	47.652344
14+5/8	48.05599
15+0/1	48.635417
15+1/8	49.09375
15+1/4	49.553385
15+3/8	49.875
15+1/2	50.664062
15+5/8	51.128906
16+0/1	51.834635
16+1/8	52.355469
16+1/4	52.764323
16+3/8	53.015625
16+1/2	53.720052
16+5/8	54.117188
17+0/1	54.481771
17+1/8	54.86849
17+1/4	55.30599
17+3/8	55.529948000000005
17+1/2	56.182292
17+5/8	56.404297
18+0/1	57.246094
18+1/8	57.846354
18+1/4	58.273438
18+3/8	58.838542
18+1/2	59.35026
18+5/8	59.839844
19+0/1	60.55599
19+1/8	61.234375
19+1/4	61.852865
19+3/8	62.522135
19+1/2	63.205729
19+5/8	63.684896
20+0/1	64.1875
20+1/8	64.65625
20+1/4	65.152344
20+3/8	65.4518225
20+1/2	66.384115
20+5/8	66.867188
21+0/1	67.351562
21+1/8	67.855469
21+1/4	68.295573
21+3/8	68.5533855
21+1/2	69.352865
21+5/8	69.817708
22+0/1	70.309896
22+1/8	70.863281
22+1/4	71.313802
22+3/8	71.568359
22+1/2	72.252604
22+5/8	72.790365
23+0/1	73.522135
23+1/8	74.160156
23+1/4	74.591146
23+3/8	75.322917
23+1/2	75.854167
23+5/8	76.325521
24+0/1	76.910156
24+1/8	77.505208
24+1/4	78.134115
24+3/8	78.643229
24+1/2	79.042969
24+5/8	79.6035155
25+0/1	80.3587235
25+1/8	80.985677
25+1/4	81.045573
25+3/8	83.072917
25+1/2	83.563802
25+5/8	83.923177
26+0/1	84.342448
26+1/8	84.730469
26+1/4	85.164062
26+3/8	85.583333
26+1/2	85.796224
26+5/8	86.385417
27+0/1	86.68619749999999
27+1/8	87.414062
27+1/4	87.875
27+3/8	88.295573
27+1/2	89.074219
27+5/8	89.613281
28+0/1	90.264323
28+1/8	90.799479
28+1/4	91.223958
28+3/8	91.695312
28+1/2	92.126302
28+5/8	92.513021
29+0/1	92.894531
29+1/8	93.295573
29+1/4	93.695312
29+3/8	94.105469
29+1/2	94.515625
29+5/8	94.7128905
30+0/1	95.464844
30+1/8	95.921875
30+1/4	96.334635
30+3/8	96.6217445
30+1/2	97.332031
30+5/8	97.809896
31+0/1	98.49349
31+1/8	99.084635
31+1/4	99.535156
31+3/8	100.092448
31+1/2	100.664062
31+5/8	101.054688
32+0/1	101.472656
32+1/8	101.852865
32+1/4	102.298177
32+3/8	102.815104
32+1/2	103.363281
32+5/8	103.77474
33+0/1	103.9746095
33+1/8	104.563802
33+1/4	105.041667
33+3/8	105.52474
33+1/2	106.03776
33+5/8	106.46224
34+0/1	106.946615
34+1/8	107.427083
34+1/4	107.661458
34+3/8	108.450521
34+1/2	108.7278645
34+5/8	109.420573
35+0/1	109.925781
35+1/8	110.480469
35+1/4	110.966146
35+3/8	111.513021
35+1/2	112.164062
35+5/8	112.700521
36+0/1	113.260417
36+1/8	113.889323
36+1/4	114.417969
36+3/8	114.78125
36+1/2	115.980469
36+5/8	116.816406
37+0/1	117.4498695
37+1/8	118.651042
37+1/4	118.88020800000001
37+3/8	119.455729
37+1/2	119.656901
37+5/8	120.18099
38+0/1	120.533854
38+1/8	120.90625
38+1/4	121.27474
38+3/8	121.647135
38+1/2	122.027344
38+5/8	122.433594
39+0/1	122.980469
39+1/8	123.2415365
39+1/4	123.88151
39+3/8	124.352865
39+1/2	124.894531
39+5/8	125.40625
40+0/1	126.065104
40+1/8	126.10677100000001
40+1/4	126.731771
40+3/8	128.032552
40+1/2	128.578125
40+5/8	129.010417
41+0/1	129.234375
41+1/8	129.66210949999999
41+1/4	130.302083
41+3/8	130.770833
41+1/2	131.031901
41+5/8	131.4804685
42+0/1	132.21224
42+1/8	132.677083
42+1/4	133.154948
42+3/8	133.683594
42+1/2	134.248698
42+5/8	134.795573
43+0/1	135.484375
43+1/8	135.9759115
43+1/4	136.7571615
43+3/8	137.3860675
43+1/2	137.941406
43+5/8	138.4602865
44+0/1	139.213542
44+1/8	139.766927
44+1/4	140.285156
44+3/8	140.5553385
44+1/2	141.273438
44+5/8	141.5481775
45+0/1	142.05143249999998
45+1/8	142.967448
45+1/4	143.297526
45+3/8	144.096354
45+1/2	144.3828125
45+5/8	144.8658855
46+0/1	145.359375
46+1/8	146.098958
46+1/4	146.58724
46+3/8	146.8587235
46+1/2	147.611979
46+5/8	147.87760400000002
47+0/1	148.3977865
47+1/8	149.204427
47+1/4	149.643229
47+3/8	149.8997395
47+1/2	150.591146
47+5/8	151.03776
48+0/1	151.306641
48+1/8	152.096354
48+1/4	152.653646
48+3/8	153.101562
48+1/2	153.532552
48+5/8	153.97526
49+0/1	154.25585949999999
