1+1/8	-0.5156240000000001
1+1/4	1.557292
1+3/4	3.664062
2+0/1	5.173177
2+1/8	5.605469
2+1/4	6.045573
2+3/8	6.53776
3+0/1	9.153646
3+1/8	9.553385
3+1/4	9.954427
3+3/8	10.376302
3+9/16	11.207031
3+15/16	12.484375
4+0/1	12.97526
4+1/8	13.375
4+1/4	13.765625
4+3/8	14.21224
5+0/1	16.963542
5+1/8	17.330729
5+1/4	17.716146
5+3/8	18.104167
5+1/2	18.514323
5+5/8	18.895833
5+3/4	19.100911500000002
5+7/8	19.713542
5+1/1	20.113281
6+0/1	20.539062
6+1/8	20.933594
6+1/4	21.355469
6+3/8	21.385417
6+3/4	23.403646
7+0/1	25.101562
7+1/8	25.511719
7+1/4	25.945312
7+3/8	26.397135
7+1/2	26.865885
7+5/8	27.34375
7+3/4	27.835938
7+7/8	28.372396
7+1/1	28.84375
8+0/1	29.39974
8+1/8	29.954427
8+1/4	30.522135
8+3/8	31.204427
8+3/4	33.033854
8+15/16	33.914062
9+0/1	34.394531
9+1/8	35.404948
9+1/4	36.019531
9+3/8	36.729167
9+3/4	38.949219
10+0/1	40.554688
10+1/8	41.178385
10+1/4	41.65625
10+3/8	42.16276
11+0/1	44.983073
11+1/8	45.470052
11+1/4	45.63053375
11+3/8	45.757161499999995
11+3/4	46.350911499999995
12+0/1	49.576823
12+1/8	49.847656
12+1/4	50.606771
12+3/8	51.141927
12+3/4	52.772135
13+0/1	52.78125
13+1/8	52.785807500000004
13+1/4	55.459635
13+3/8	55.7994795
13+9/16	57.083333
13+15/16	57.093098999999995
14+0/1	57.097656
14+1/8	57.099609
14+1/4	60.246094
14+3/8	60.864583
14+9/16	61.914062
14+15/16	63.574219
15+0/1	64.59375
15+3/16	65.263672
15+1/2	66.7513025
15+5/8	67.8365885
15+3/4	68.3522135
15+7/8	68.81770850000001
15+1/1	69.27083300000001
16+0/1	69.70442700000001
16+1/8	70.1412765
16+1/4	70.6035155
16+3/8	71.14322899999999
16+9/16	71.8411455
16+3/4	72.6770835
17+0/1	74.835938
17+3/16	75.3639325
17+1/2	76.642578
17+5/8	77.5983075
17+3/4	78.096354
17+7/8	78.51692700000001
17+1/1	78.908854
18+0/1	79.2584635
18+1/8	79.610026
18+1/4	79.954427
18+3/8	80.3470055
