1+0/1	1.238281
1+1/8	1.255208
1+1/4	1.505208
1+3/8	1.764323
1+1/2	2.25651
1+5/8	2.496094
1+3/4	2.755208
1+7/8	3.035156
1+1/1	3.25651
1+9/8	3.503906
1+5/4	3.753906
1+11/8	3.981771
2+0/1	4.248698
2+1/8	4.479167
2+1/4	4.701823
2+3/8	4.970052
2+1/2	5.203125
2+5/8	5.434896
2+3/4	5.722656
2+7/8	5.945312
2+1/1	6.166667
2+9/8	6.436198
2+5/4	6.674479
2+11/8	6.919271
3+0/1	7.204427
3+1/8	7.47526
3+1/4	7.71224
3+3/8	7.958333
3+1/2	8.205729
3+5/8	8.4375
3+3/4	8.683594
3+7/8	8.915365
3+1/1	9.153646
3+9/8	9.391927
3+5/4	9.626302
3+11/8	9.864583
4+0/1	10.143229
4+1/8	10.389323
4+1/4	10.626302
4+3/8	10.872396
4+1/2	11.114583
4+5/8	11.361979
4+3/4	11.636719
4+7/8	11.902344
4+1/1	12.147135
4+9/8	12.394531
4+5/4	12.634115
4+11/8	12.864583
5+0/1	13.117188
5+1/8	13.371094
5+1/4	13.617188
5+3/8	13.855469
5+1/2	14.111979
5+5/8	14.355469
5+3/4	14.588542
5+7/8	14.834635
5+1/1	15.075521
5+9/8	15.313802
5+5/4	15.554688
5+11/8	15.799479
6+0/1	16.105469
6+1/8	16.345052
6+1/4	16.570312
6+3/8	16.821615
6+1/2	17.058594
6+5/8	17.273438
6+3/4	17.554688
6+7/8	17.808594
6+1/1	18.050781
6+9/8	18.236979
6+5/4	18.546875
6+11/8	18.777344
7+0/1	19.063802
7+1/8	19.295573
7+1/4	19.523438
7+3/8	19.778646
7+1/2	20.00651
7+5/8	20.244792
7+3/4	20.497396
7+7/8	20.764323
7+1/1	21.001302
7+9/8	21.236979
7+5/4	21.484375
7+11/8	21.714844
8+0/1	21.996094
8+1/8	22.242188
8+1/4	22.47526
8+3/8	22.734375
8+1/2	22.984375
8+5/8	23.214844
8+3/4	23.483073
8+7/8	23.716146
8+1/1	23.914062
8+9/8	24.0592445
8+5/4	24.408854
8+11/8	24.632812
9+0/1	24.877604
9+1/8	25.113281
9+1/4	25.352865
9+3/8	25.604167
9+1/2	25.863281
9+9/16	25.966146
9+5/8	26.076823
9+3/4	26.401042
9+7/8	26.700521
9+1/1	26.954427
9+9/8	27.205729
9+5/4	27.440104
9+11/8	27.675781
10+0/1	27.945312
10+1/8	28.184896
10+1/4	28.424479
10+3/8	28.671875
10+1/2	28.914062
10+5/8	29.143229
10+3/4	29.388021
10+7/8	29.63151
10+1/1	29.854167
10+9/8	30.074219
10+5/4	30.328125
10+11/8	30.540365
11+0/1	30.842448
11+1/8	31.10026
11+1/4	31.326823
11+3/8	31.572917
11+1/2	31.799479
11+5/8	32.053385
11+3/4	32.3125
11+7/8	32.565104
11+1/1	32.794271
11+9/8	33.041667
11+5/4	33.285156
11+11/8	33.53125
12+0/1	33.799479
12+1/8	34.050781
12+1/4	34.283854
12+3/8	34.516927
12+1/2	34.773438
12+5/8	35.015625
12+3/4	35.28125
12+7/8	35.522135
12+1/1	35.752604
12+9/8	35.985677
12+5/4	36.24349
12+11/8	36.49349
13+0/1	36.75651
13+1/8	36.97526
13+1/4	37.203125
13+3/8	37.464844
13+1/2	37.710938
13+5/8	37.915365
13+3/4	38.182292
13+7/8	38.41276
13+1/1	38.665365
13+9/8	38.914062
13+5/4	39.140625
13+11/8	39.372396
14+0/1	39.609375
14+1/8	39.856771
14+1/4	40.095052
14+3/8	40.341146
14+1/2	40.595052
14+5/8	40.834635
14+3/4	41.080729
14+7/8	41.3125
14+1/1	41.563802
14+9/8	41.811198
14+5/4	42.057292
14+11/8	42.307292
15+0/1	42.583333
15+1/8	42.825521
15+1/4	43.0625
15+3/8	43.299479
15+1/2	43.53776
15+5/8	43.790365
15+3/4	44.050781
15+7/8	44.286458
15+1/1	44.529948
15+9/8	44.794271
15+5/4	45.045573
15+11/8	45.313802
16+0/1	45.592448
16+1/8	45.841146
16+1/4	46.080729
16+3/8	46.326823
16+1/2	46.585938
16+5/8	46.804688
16+3/4	47.104167
16+7/8	47.371094
16+1/1	47.621094
16+9/8	47.864583
16+5/4	48.108073
16+11/8	48.352865
17+0/1	48.589844
17+1/8	48.825521
17+1/4	49.074219
17+3/8	49.313802
17+1/2	49.566406
17+5/8	49.789062
17+3/4	50.033854
17+7/8	50.273438
17+1/1	50.514323
17+9/8	50.768229
17+5/4	51.014323
17+11/8	51.25
18+0/1	51.480469
18+1/8	51.72526
18+1/4	51.951823
18+3/8	52.223958
18+1/2	52.442708
18+5/8	52.683594
18+3/4	52.919271
18+7/8	53.154948
18+1/1	53.38151
18+9/8	53.622396
18+5/4	53.859375
18+11/8	54.121094
19+0/1	54.2584635
19+1/8	54.643229
19+1/4	54.885417
19+3/8	55.115885
19+1/2	55.361979
19+5/8	55.605469
19+3/4	55.875
19+7/8	56.102865
19+1/1	56.346354
19+9/8	56.589844
19+5/4	56.830729
19+11/8	57.082031
20+0/1	57.333333
20+1/8	57.592448
20+1/4	57.832031
20+3/8	58.079427
20+1/2	58.326823
20+5/8	58.554688
20+3/4	58.832031
20+7/8	59.045573
20+1/1	59.286458
20+9/8	59.516927
20+5/4	59.75651
20+11/8	59.984375
21+0/1	60.21224
21+1/16	60.351562
21+1/8	60.458333
21+1/4	60.704427
21+3/8	60.960938
21+1/2	61.195312
21+5/8	61.428385
21+3/4	61.74349
21+7/8	61.981771
21+1/1	62.21875
21+9/8	62.473958
21+5/4	62.723958
21+11/8	62.972656
22+0/1	63.286458
22+1/8	63.554688
22+1/4	63.782552
22+3/8	64.035156
22+1/2	64.270833
22+5/8	64.503906
22+3/4	64.769531
22+7/8	65.02474
22+1/1	65.265625
22+9/8	65.496094
22+5/4	65.742188
22+11/8	65.979167
23+0/1	66.27474
23+1/8	66.541667
23+1/4	66.761719
23+3/8	67.011719
23+1/2	67.257812
23+5/8	67.484375
23+3/4	67.763021
23+7/8	68.0
23+1/1	68.222656
23+9/8	68.463542
23+5/4	68.696615
23+11/8	68.920573
24+0/1	69.190104
24+1/8	69.414062
24+1/4	69.643229
24+3/8	69.893229
24+1/2	70.126302
24+5/8	70.363281
24+3/4	70.625
24+7/8	70.855469
24+1/1	71.080729
24+9/8	71.311198
24+5/4	71.544271
24+11/8	71.766927
25+0/1	72.027344
25+1/8	72.246094
25+1/4	72.481771
25+3/8	72.71875
25+1/2	72.967448
25+5/8	73.204427
25+3/4	73.446615
25+7/8	73.697917
25+1/1	73.932292
25+9/8	74.177083
25+5/4	74.414062
25+11/8	74.636719
26+0/1	74.880208
26+1/8	75.111979
26+1/4	75.348958
26+3/8	75.598958
26+1/2	75.854167
26+5/8	76.08724
26+3/4	76.342448
